Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"BC Vendemiatto, AAA Santos…","Intelligence and visual-motor maturity: a study with adolescents in social risk situation",2008,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712008000300015&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=10127340940581820194&as_sdt=2005&sciodt=2007&hl=en",772,"2022-08-23 11:14:09","","","","",,,,,1,0.07,0,3,14,"Resumo VENDEMIATTO, Bianca Carolina; SANTOS, Acácia Aparecida Angeli dos e SUEHIRO, Adriana Cristina Boulhoça. Intelligence and visual-motor maturity: a study with …","http://pepsic.bvsalud.org/pdf/avp/v7n3/v7n3a15.pdf","https://scholar.google.com/scholar?q=related:Ilemsu2Ki4wJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"FF Sisto, AAA Santos, APP Noronha","Integration criterion of Bender Test: exploring its validity evidences",2004,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712004000100002&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=3688714720833007045&as_sdt=2005&sciodt=2007&hl=en",773,"2022-08-23 11:14:09","","","","",,,,,1,0.06,0,3,18,"Integration criterion of Bender Test: exploring its validity evidences SciELO - Scientific Electronic Library Online vol.3 número1 Refinamento de um instrumento para avaliar …","","https://scholar.google.com/scholar?q=related:xW0BtX7yMDMJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"RAM Ambiel, CPS Pereira, TC Moreira","Scientific production on psychological evaluation in educational settings: Focus on socio-emotional variables",2015,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712015000300006&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=17031693811775704983&as_sdt=2005&sciodt=2007&hl=en",774,"2022-08-23 11:14:09","","","","",,,,,1,0.14,0,3,7,"Resumo AMBIEL, Rodolfo A. M; PEREIRA, Carla Priscila da Silva e MOREIRA, Thaline da Cunha. Scientific production on psychological evaluation in educational settings: Focus on …","http://pepsic.bvsalud.org/pdf/avp/v14n3/v14n3a06.pdf","https://scholar.google.com/scholar?q=related:lw8ctki7XOwJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"ANNB Campana, MB Campana…","Scales for body image evaluation in eating disorders in Brazil",2009,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712009000300015&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=13424279629512527641&as_sdt=2005&sciodt=2007&hl=en",775,"2022-08-23 11:14:09","","","","",,,,,1,0.08,0,3,13,"Resumo CAMPANA, Angela Nogueira Neves Betanho; CAMPANA, Mateus Betanho e TAVARES, Maria da Consolação G. Cunha Fernandes. Scales for body image evaluation in …","","https://scholar.google.com/scholar?q=related:GU-bujKfTLoJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"MFD Passos, JA Laros","Construction of an abbreviated Five Factor personality scale",2015,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712015000100014&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=5458992737462945177&as_sdt=2005&sciodt=2007&hl=en",776,"2022-08-23 11:14:09","","","","",,,,,1,0.14,1,2,7,"Construção de uma escala reduzida de Cinco Grandes Fatores de personalidade1 Page 1 115 Avaliação Psicológica, 2015, 14(1), pp. 115-123 Construção de uma escala reduzida de …","http://pepsic.bvsalud.org/pdf/avp/v14n1/v14n1a14.pdf","https://scholar.google.com/scholar?q=related:mYXqw_g8wksJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"TR Carvalho, EJ Barham","Instruments for assessing coparenting: A comparison of their psychometric properties",2016,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712016000200010&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=8940963852982755526&as_sdt=2005&sciodt=2007&hl=en",777,"2022-08-23 11:14:09","","","","",,,,,1,0.17,1,2,6,"Instruments for assessing coparenting: A comparison of their psychometric properties SciELO - Scientific Electronic Library Online vol.15 número2 Estudo da aplicação coletiva de um teste …","","https://scholar.google.com/scholar?q=related:xiClxkCvFHwJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"R Primi","Intelligence: advances in theoretical models and in measurement instruments",2003,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712003000100008&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=2203683186799653314&as_sdt=2005&sciodt=2007&hl=en",778,"2022-08-23 11:14:09","","","","",,,,,1,0.05,1,1,19,"Intelligence: advances in theoretical models and in measurement instruments SciELO - Scientific Electronic Library Online vol.2 número1 Organização do uso do tempo e valores …","","https://scholar.google.com/scholar?q=related:wrGxyi4OlR4J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"AGS Capovilla, ECS Assef, HFP Cozza","Neuropsychological assessment of executive functions and relations with desattention and hyperactivity",2007,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712007000100007&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=7435785228381704851&as_sdt=2005&sciodt=2007&hl=en",779,"2022-08-23 11:14:09","","","","",,,,,1,0.07,0,3,15,"Resumo CAPOVILLA, Alessandra Gotuzo Seabra; ASSEF, Ellen Carolina dos Santos e COZZA, Heitor Francisco Pinto. Neuropsychological assessment of executive functions and …","","https://scholar.google.com/scholar?q=related:k9LJy0Q3MWcJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"VS Heck, DB Yates, LC Poggere, SD Tosi…","Validation of the verbal subtests from WASI adapted version",2009,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712009000100004&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=5632694851568263245&as_sdt=2005&sciodt=2007&hl=en",780,"2022-08-23 11:14:09","","","","",,,,,1,0.08,0,5,13,"Validation of the verbal subtests from WASI adapted version SciELO - Scientific Electronic Library Online vol.8 número1 Qualidades psicométricas do conjunto de testes de inteligência …","","https://scholar.google.com/scholar?q=related:TeDlyx9aK04J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"TP Mecca, DAM Antonio, AG Seabra…","Psychometric Parameters of the Leiter-R International Performance Scale for Preschool Children",2014,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712014000100015&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=16047468138915632674&as_sdt=2005&sciodt=2007&hl=en",781,"2022-08-23 11:14:09","","","","",,,,,1,0.13,0,4,8,"Resumo MECCA, Tatiana Pontrelli; ANTONIO, Daniela Aguilera Moura; SEABRA, Alessandra Gotuzo e MACEDO, Elizeu Coutinho de. Psychometric parameters of the Leiter …","http://pepsic.bvsalud.org/pdf/avp/v13n1/v13n1a15.pdf","https://scholar.google.com/scholar?q=related:IhZ3zD8PtN4J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"RB Ribeiro, LS Almeida","Reaction time and intelligence: strong data for a week explanation",2005,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712005000200002&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=16071161961688617246&as_sdt=2005&sciodt=2007&hl=en",782,"2022-08-23 11:14:09","","","","",,,,,1,0.06,1,2,17,"Reaction time and intelligence: strong data for a week explanation SciELO - Scientific Electronic Library Online vol.4 número2 Estudo de validade da escala de desempenho em informática …","","https://scholar.google.com/scholar?q=related:HlE4zqc8CN8J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"UR LEITE","TAMAYO, Álvaro. GÜNTHER, Hartmut. Organização do uso do tempo e valores de universitários",2003,"Avaliação Psicológica","","","https://scholar.google.com/scholar?cites=17812606612808178159&as_sdt=2005&sciodt=2007&hl=en",783,"2022-08-23 11:14:09","CITATION","","","",,,,,1,0.05,1,1,19,"","","https://scholar.google.com/scholar?q=related:75k00FYXM_cJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"MN Baptista, L Borges","Integrative review of depression assessment instruments in children/adolescents and adults in brazilian population",2016,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712016000300004&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=3831292792175677082&as_sdt=2005&sciodt=2007&hl=en",784,"2022-08-23 11:14:09","","","","",,,,,1,0.17,1,2,6,"Integrative review of depression assessment instruments in children/adolescents and adults in brazilian population SciELO - Scientific Electronic Library Online vol.15 número especial …","","https://scholar.google.com/scholar?q=related:mk4l1H58KzUJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"M Kamia, JB Porto","Development and validation of an Organizational Proactive Behavior Scale-OPBS",2009,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712009000300008&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=14105028523300099322&as_sdt=2005&sciodt=2007&hl=en",785,"2022-08-23 11:14:09","","","","",,,,,1,0.08,1,2,13,"Development and validation of an Organizational Proactive Behavior Scale - OPBS SciELO - Scientific Electronic Library Online vol.8 número3 Validação de um instrumento de perfil …","","https://scholar.google.com/scholar?q=related:-hQO1rUgv8MJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"MI Campos, FJM Rueda","Workplace bullying: scale validity evidence and relationship to quality of work life",2016,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712016000100004&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=6977887658628852672&as_sdt=2005&sciodt=2007&hl=en",786,"2022-08-23 11:14:09","","","","",,,,,1,0.17,1,2,6,"Workplace bullying: Scale validity evidence and relationship to quality of work life SciELO - Scientific Electronic Library Online vol.15 número1 Análise fatorial exploratória e hierárquica …","","https://scholar.google.com/scholar?q=related:wKsn59pv1mAJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"FF Sisto, M Muniz, D Bartholomeu…","Study to the construction of an academic satisfaction scale to college students",2008,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712008000100007&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=1402740622060606458&as_sdt=2005&sciodt=2007&hl=en",787,"2022-08-23 11:14:09","","","","",,,,,1,0.07,0,4,14,"ESTUDO PARA A CONSTRUÇÃO DE UMA ESCALA DE SATISFAÇÃO ACADÊMICA PARA UNIVERSITÁRIOS Page 1 ESTUDO PARA A CONSTRUÇÃO DE UMA ESCALA DE …","http://pepsic.bvsalud.org/pdf/avp/v7n1/v7n1a07.pdf","https://scholar.google.com/scholar?q=related:-tPu6SmJdxMJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"CT Reppold, AJ Serafini, DA Ramires…","Analysis of psychological manuals approved by SATEPSI for assessment of children and adolescents in Brazil",2017,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712017000100004&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=16283166654624216605&as_sdt=2005&sciodt=2007&hl=en",788,"2022-08-23 11:14:09","","","","",,,,,1,0.20,0,4,5,"Resumo REPPOLD, Caroline Tozzi; SERAFINI, Adriana Jung; RAMIRES, Diógenes Angelini e GURGEL, Léia Gonçalves. Analysis of psychological manuals approved by SATEPSI for …","http://pepsic.bvsalud.org/pdf/avp/v16n1/v16n1a04.pdf","https://scholar.google.com/scholar?q=related:HbZc68xt-eEJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"S Major, MJ Seabra-Santos","The use of rating scales in the social-emotional assessment of pre-schoolers",2013,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712013000100013&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=2138895624373415997&as_sdt=2005&sciodt=2007&hl=en",789,"2022-08-23 11:14:09","","","","",,,,,1,0.11,1,2,9,"Revista - Vol 12(1),2013.indd Page 1 101 Avaliação Psicológica, 2013, 12(1), pp. 101-107 Uso de inventários comportamentais para a avaliação socioemocional em idade pré-escolar 1 …","http://pepsic.bvsalud.org/pdf/avp/v12n1/v12n1a13.pdf","https://scholar.google.com/scholar?q=related:PTBq7jzirh0J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"M Joly, MCR Silva, MFO Nunes, MS Souza","Alta Pressão Pneumática de saída máxima de 480 Bar 60: 1 Sondas Air-Driven Helio bomba auxiliar de pressão de gás",2021,"Avaliação Psicológica","","","https://scholar.google.com/scholar?cites=3256906844668608210&as_sdt=2005&sciodt=2007&hl=en",790,"2022-08-23 11:14:09","CITATION","","","",,,,,1,1.00,0,4,1,"","","https://scholar.google.com/scholar?q=related:0r4C94TbMi0J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"R Ledesma, F Poó, R Peltzer","Impulsive sensation seeking and risky driving behavior",2007,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712007000200002&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=7715285521595644650&as_sdt=2005&sciodt=2007&hl=en",791,"2022-08-23 11:14:09","","","","",,,,,1,0.07,0,3,15,"BÚSQUEDA IMPULSIVA DE SENSACIONES Y COMPORTAMIENTO DE RIESGO EN LA CONDUCCIÓN Page 1 BÚSQUEDA IMPULSIVA DE SENSACIONES Y COMPORTAMIENTO DE …","http://pepsic.bvsalud.org/pdf/avp/v6n2/v6n2a02.pdf","https://scholar.google.com/scholar?q=related:6jps900zEmsJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"LO Borges, MTP Costa, ALR Souza…","Cuestionario de condiciones de trabajo: reelaboración y estructura factorial en grupos ocupacionaless",2013,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712013000200012&script=sci_abstract&tlng=es","https://scholar.google.com/scholar?cites=1597584712841956194&as_sdt=2005&sciodt=2007&hl=en",792,"2022-08-23 11:14:09","","","","",,,,,1,0.11,0,4,9,"Cuestionario de condiciones de trabajo: reelaboración y estructura factorial en grupos ocupacionaless SciELO - Scientific Electronic Library Online vol.12 número2 Tradução, adaptação …","","https://scholar.google.com/scholar?q=related:YguK-9TCKxYJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"AA dos Estudantes Universitários","Academic Experiences Questionnaire (QVA-r): Assessment of Adjustment of University Students",,"Avaliação Psicológica","","","https://scholar.google.com/scholar?cites=10069948041170020242&as_sdt=2005&sciodt=2007&hl=en",793,"2022-08-23 11:14:09","CITATION","","","",,,,,1,0.00,1,1,,"","","https://scholar.google.com/scholar?q=related:kmeU_GOkv4sJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"MA Faria","The Pfister Test and the dissociative identity disorder",2008,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712008000300009&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=9457136090139134469&as_sdt=2005&sciodt=2007&hl=en",795,"2022-08-23 11:14:09","","","","",,,,,1,0.07,1,1,14,"ordem 9 Page 1 OTeste DE PFISTER EO TRANSTORNO DISSOCIATIVO DE IDENTIDADE Marcello de A. Faria1 - Universidade Católica de Brasília RESUMO O Transtorno Dissociativo …","http://pepsic.bvsalud.org/pdf/avp/v7n3/v7n3a09.pdf","https://scholar.google.com/scholar?q=related:BQpF_Sp_PoMJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"F Valentini","Funcionamento diferencial de itens e dos testes: teoria de resposta ao item ou equações estruturais?",2019,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712019000200001","https://scholar.google.com/scholar?cites=13496753865552209297&as_sdt=2005&sciodt=2007&hl=en",818,"2022-08-23 11:14:09","HTML","","","",,,,,1,0.33,1,1,3,"Um dos núcleos duros da avaliação psicológica é a possibilidade de comparar pessoas nas suas diferenças, sem o qual a própria psicologia se torna sem sentido. No entanto, essa …","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712019000200001","https://scholar.google.com/scholar?q=related:kaUewSEaTrsJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"CT Heleno, LDO Borges, E Agulló Tomás","Validade fatorial do questionário de saúde geral (QSG-28)",2020,"Avaliação Psicológica","digibuo.uniovi.es","https://digibuo.uniovi.es/dspace/bitstream/handle/10651/58706/Validade%20Fatorial%20do%20Questionario%20de%20Sa%C3%BAde%20Geral_QSG-28.pdf?sequence=1","https://scholar.google.com/scholar?cites=4222214968471939160&as_sdt=2005&sciodt=2007&hl=en",821,"2022-08-23 11:14:09","PDF","","","",,,,,1,0.50,0,3,2,"Factorial validity of the Goldberg General Health Questionnaire (GHQ-28) This study evaluated the factorial validity and internal consistence of the Brazilian version of the 28 …","https://digibuo.uniovi.es/dspace/bitstream/handle/10651/58706/Validade%20Fatorial%20do%20Questionario%20de%20Sa%C3%BAde%20Geral_QSG-28.pdf?sequence=1","https://scholar.google.com/scholar?q=related:WGgbwSRSmDoJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"K Lobos Peña, A Díaz Mujica…","Construcción y características psicométricas de la Escala de Estrategias de Estimulación del Autoconcepto Académico",2018,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712018000200008","https://scholar.google.com/scholar?cites=11051068391291575106&as_sdt=2005&sciodt=2007&hl=en",824,"2022-08-23 11:14:09","HTML","","","",,,,,1,0.25,0,3,4,"Se elaboró y se evaluó el comportamiento psicométrico de una escala de estrategias de estimulación del autoconcepto académico, asociada a comportamientos observados en la …","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712018000200008","https://scholar.google.com/scholar?q=related:Qlt7myZIXZkJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"DBDI Marrone, CS Hutz","Motivacón Académica y Autoestima Contingente: Relación con la Satisfaccíon de La Vida, La Esperanza y el Optimismo",2019,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712019000400011&script=sci_abstract&tlng=es","https://scholar.google.com/scholar?cites=6790720617274623973&as_sdt=2005&sciodt=2007&hl=en",828,"2022-08-23 11:14:09","","","","",,,,,1,0.33,1,2,3,"Resumo MARRONE, Daniela Bergesch D'Incao e HUTZ, Claudio Simon. Motivacón Académica y Autoestima Contingente: Relación con la Satisfaccíon de La Vida, La …","http://pepsic.bvsalud.org/pdf/avp/v18n4/11.pdf","https://scholar.google.com/scholar?q=related:5UeTMWx8PV4J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"SJL Vasconcellos, FA Pozzobon, ARD Cas…","Instrumentos de autorrelato para avaliar traços antissociais medem o que objetivam medir?",2018,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712018000200002","https://scholar.google.com/scholar?cites=7771031973279230882&as_sdt=2005&sciodt=2007&hl=en",840,"2022-08-23 11:14:09","HTML","","","",,,,,1,0.25,0,4,4,"Apesar de muitas décadas de discussão sobre o impacto das respostas enviesadas na avaliação de traços da personalidade com base em autorrelato, um consenso ainda não …","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712018000200002","https://scholar.google.com/scholar?q=related:ouuCMWhA2GsJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
1,"BSG Werlang, L Fensterseifer, RL Salvatori…","Primeiros resultados sobre respostas populares no Teste de Apercepção Familiar (FAT)",2012,"… Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027503007.pdf","https://scholar.google.com/scholar?cites=4319483821537902916&as_sdt=2005&sciodt=2007&hl=en",906,"2022-08-23 11:14:09","PDF","","","",,,,,1,0.10,0,4,10,"The objective was to identify evidences on the existence or not of popular responses (PR) in the verbalization of 289 students aged between 06 and 15 years old, on the 21 pictures of …","https://www.redalyc.org/pdf/3350/335027503007.pdf","https://scholar.google.com/scholar?q=related:REHQa6bj8TsJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
0,"SCM Hallberg, DR Bandeira","Para Além do QI: Avaliação do Comportamento Adaptativo na Deficiência Intelectual",2021,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712021000300011","",393,"2022-08-23 11:14:09","HTML","","","",,,,,0,0.00,0,2,1,"RESUMO A Deficiência Intelectual (DI) é caracterizada por limitações de inteligência e comportamento adaptativo, que se originam no período desenvolvimental. O …","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712021000300011","https://scholar.google.com/scholar?q=related:TxTRHioXbXIJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
0,"RR Souza, C Faiad, FJM Rueda","Construction and validity evidence of a Socioemotional Skills Scale for University Students",2021,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712021000400007","",509,"2022-08-23 11:14:09","HTML","","","",,,,,0,0.00,0,3,1,"The aim of this study was to construct and investigate validity evidence for a measure of socioemotional skills for university students. Of the 60 items initially designed to represent …","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712021000400007",""
0,"MN Baptista, HF Cardoso","¿ El Apoyo Laboral y los Factores de Estrés Ocupacionales Influyen en el Burnout de los Docentes?",2021,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712021000400006&script=sci_abstract&tlng=es","",510,"2022-08-23 11:14:09","","","","",,,,,0,0.00,0,2,1,"Resumo BAPTISTA, Makilim Nunes e CARDOSO, Hugo Ferrari.¿ El Apoyo Laboral y los Factores de Estrés Ocupacionales Influyen en el Burnout de los Docentes?. Aval …","http://pepsic.bvsalud.org/pdf/avp/v20n4/06.pdf","https://scholar.google.com/scholar?q=related:uxmPDzxpRKUJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
0,"RR Souza, C Faiad, FJM Rueda","Construcción y Evidencias de Validez de una Escala de Habilidades Socioemocionales para Estudiantes Universitarios",2021,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712021000400007&script=sci_abstract&tlng=es","",545,"2022-08-23 11:14:09","","","","",,,,,0,0.00,0,3,1,"Resumo SOUZA, Rodrigo Rodrigues de; FAIAD, Cristiane e RUEDA, Fabián JM. Construcción y Evidencias de Validez de una Escala de Habilidades Socioemocionales …","http://pepsic.bvsalud.org/pdf/avp/v20n4/07.pdf","https://scholar.google.com/scholar?q=related:VFOcZTr4jJUJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
0,"VR Franco","Aprendizado de Máquina e Psicometria: Inovações Analíticas na Avaliação Psicológica",2021,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712021000300001","",547,"2022-08-23 11:14:09","HTML","","","",,,,,0,0.00,0,1,1,"Neste editorial, discutirei o que é o aprendizado de máquina (machine learning), bem como os seus principais usos na psicometria contemporânea. O aprendizado de máquina pode …","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712021000300001","https://scholar.google.com/scholar?q=related:JOsvz2IiydMJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
0,"SM Barroso","Burden and Satisfaction with Sourse: Is There an Indirect Effect of the Emotional Factors of University Students?",2021,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712021000400005&script=sci_abstract&tlng=en","",555,"2022-08-23 11:14:09","","","","",,,,,0,0.00,0,1,1,"Resumo BARROSO, Sabrina Martins. Burden and Satisfaction with Sourse: Is There an Indirect Effect of the Emotional Factors of University Students?. Aval. psicol.[online]. 2021 …","http://pepsic.bvsalud.org/pdf/avp/v20n4/05.pdf","https://scholar.google.com/scholar?q=related:hi_XdugFkQkJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
